50
-60.3026 217.086 -2896.36 0
-67.5474 311.971 -2837.25 1
-71.0619 425.401 -2792.17 0
-94.8515 560.485 -2739.74 1
-96.6035 665.603 -2695.9 0
-101.38 785.341 -2651.29 1
-128.068 936.713 -2559.43 0
-161.865 1025.59 -2514.21 1
-179.718 1155.37 -2455.31 0
-204.339 1266.39 -2376.21 1
-213.278 1355.42 -2326.57 0
-260.634 1509.21 -2276.63 1
-264.396 1718.44 -2176.51 0
-269.973 1883.56 -2047.45 1
-273.487 2003.73 -1978.1 0
-293.583 2153.18 -1898.67 1
-279.994 2290.17 -1853 0
-262.76 2424.08 -1795.42 1
-221.465 2569.53 -1734.09 0
-194.664 2680.86 -1661.56 1
-115.147 2790.66 -1613.3 0
-92.2217 2843.01 -1592.58 1
-25.3008 2961.09 -1516.49 0
-13.1823 3041.85 -1455.12 1
47.3378 3129.55 -1393.1 0
120.024 3195.71 -1364.29 1
205.715 3268.78 -1328.76 0
244.865 3352.92 -1301.15 1
267.79 3450.04 -1258.19 0
222.326 3533.1 -1216.95 1
195.287 3678.07 -1184.75 0
171.152 3906.96 -1071.94 1
180.465 3979.81 -1014 0
156.18 4075.21 -958.522 1
124.381 4160.19 -906.488 0
64.9308 4221.64 -875.309 1
11.4001 4295.7 -832.741 0
-44.6759 4403.54 -788.191 1
-63.0719 4519.16 -732.893 0
-86.0321 4647.89 -694.286 1
-122.847 4883.87 -545.724 0
-144.904 4979.19 -504.67 1
-135.333 5064 -457.531 0
-121.625 5180.3 -380.408 1
-69.9441 5276.34 -340.119 0
-45.2618 5350.52 -318.603 1
4.91187 5455.5 -275.938 0
34.1258 5636.6 -168.656 1
44.4427 5715.17 -99.3365 0
13.7186 5829.57 -26.8279 1
