79
4.32265 288.074 -2840.54 1
8.66735 347.377 -2814.93 0
-29.15 564.779 -2697.9 1
-25.1473 622.229 -2687.59 0
-67.5689 865.065 -2563.43 1
-65.5268 893.112 -2564.78 0
-105.98 1112.79 -2440.15 1
-97.8247 1131.49 -2438.84 0
-154.522 1373.13 -2317.87 1
-151.846 1386.88 -2317.54 0
-227.465 1611.39 -2206.66 1
-221.482 1623.99 -2205.86 0
-272.033 1868.23 -2075.91 1
-269.622 1893.84 -2069.04 0
-354.829 2128.03 -1945.9 1
-353.699 2140.63 -1945.43 0
-475.381 2372.49 -1812.49 1
-474.817 2390.02 -1812.69 0
-563.019 2622.38 -1690.48 1
-559.533 2643.63 -1691.33 0
-591.824 2862.51 -1573.89 1
-579.095 2889.58 -1569.84 0
-582.111 3112.71 -1458.67 1
-573.598 3129.63 -1459.61 0
-586.851 3372.3 -1344.48 1
-578.59 3383.88 -1346.68 0
-594.493 3619.15 -1212.81 1
-586.911 3644.7 -1202.86 0
-607.183 3879.91 -1064.85 1
-601.706 3898.35 -1064.77 0
-635.511 4098.19 -962.575 1
-627.979 4114.32 -964.422 0
-666.656 4383.04 -822.775 1
-663.939 4399.02 -824.981 0
-746.189 4629.8 -709.604 1
-741.146 4641.66 -712.351 0
-781.027 4855.77 -617.394 1
-773.969 4871.45 -616.292 0
-836.509 5123.26 -458 1
-832.603 5137.22 -458.716 0
-892.18 5400.03 -327.44 1
-886.1 5410.24 -327.854 0
-929.07 5600.12 -174.882 1
-921.68 5614.99 -171.21 0
-939.971 5853.04 -15.8021 1
-931.59 5895.91 -8.85367 0
-940.047 5897.75 -8.3397 1
-931.602 5899.58 -8.28747 0
-940.067 5903.2 -7.48625 1
-931.624 5904.99 -7.44996 0
-940.083 5906.77 -6.93365 1
-931.64 5908.53 -6.90199 0
-940.109 5911.95 -6.14374 1
-931.667 5913.6 -6.12269 0
-940.127 5915.25 -5.65099 1
-931.686 5916.89 -5.62639 0
-940.147 5918.52 -5.17645 1
-931.707 5920.14 -5.15087 0
-940.169 5921.75 -4.72426 1
-931.741 5924.95 -4.48089 0
-940.204 5926.54 -4.08836 1
-931.765 5928.12 -4.06311 0
-940.229 5929.69 -3.69284 1
-931.79 5931.25 -3.66842 0
-940.255 5932.81 -3.32015 1
-931.831 5935.9 -3.11966 0
-940.296 5937.43 -2.80392 1
-931.859 5938.95 -2.78251 0
-940.324 5940.47 -2.48816 1
-931.903 5943.48 -2.3193 0
-940.369 5944.97 -2.05654 1
-931.933 5946.46 -2.0384 0
-940.415 5949.41 -1.67433 1
-931.979 5950.87 -1.65797 0
-940.446 5952.33 -1.44621 1
-932.027 5955.22 -1.32514 0
-940.494 5956.66 -1.14262 1
-932.059 5958.15 -1.1247 0
-940.544 5961.1 -0.873227 1
