81
14.0855 13.0981 -3000 0
5.60304 20.0041 -3000 1
14.5957 201.41 -2636.16 0
6.57448 243.776 -2520.89 1
17.7673 346.668 -2417.39 0
-15.9114 483.854 -2365.52 1
-35.7205 591.158 -2347.27 0
-45.3925 917.197 -2252.77 1
-34.6488 986.71 -2234.54 0
-33.8855 1112.18 -2186.9 1
15.6151 1271.05 -2094.87 0
2.27632 1330.3 -2059.13 1
-21.8604 1449.79 -1970.77 0
-47.5825 1528.57 -1893.82 1
-71.8025 1627.34 -1802.71 0
-166.6 1750.58 -1747.97 1
-181.356 1801.69 -1728.82 0
-243.977 1952.7 -1657.47 1
-287.539 2070.34 -1596.94 0
-348.537 2169.7 -1563.12 1
-324.521 2241.09 -1556.81 0
-342.532 2371.71 -1525.69 1
-274.805 2485.17 -1499.7 0
-225.199 2569.61 -1467.6 1
-190.692 2613.62 -1461.17 0
-86.5843 2766.24 -1336.86 1
-31.7884 2846.86 -1269.73 0
8.35798 2917.81 -1216.07 1
119.661 3029.23 -1131.42 0
188.013 3098.32 -1074.88 1
272.708 3180.36 -1015.02 0
337.007 3239.6 -974.705 1
403.627 3315.74 -944.205 0
442.515 3436.63 -940.595 1
448.193 3570.72 -920.536 0
432.097 3619.76 -928.416 1
461.662 4087.73 -676.178 0
447.537 4161.97 -640.445 1
454.824 4258.52 -580.427 0
447.634 4335.93 -526.546 1
437.213 4489.07 -409.063 0
422.52 4554.6 -358.421 1
426.029 4628.02 -303.622 0
416.088 4664.94 -276.663 1
424.492 4666.53 -274.619 0
415.951 4669.71 -273.189 1
424.358 4671.29 -271.139 0
415.821 4674.46 -269.693 1
424.23 4676.04 -267.646 0
415.698 4679.18 -266.188 1
424.11 4680.75 -264.15 0
415.583 4683.89 -262.681 1
423.962 4687.02 -259.488 0
415.476 4688.59 -259.169 1
423.861 4691.72 -255.991 0
414.89 4767.57 -203.662 1
423.499 4803.45 -181.396 0
415.066 4807.15 -179.337 1
423.527 4809 -178.158 0
415.096 4812.71 -176.124 1
423.556 4814.56 -174.951 0
415.115 4816.42 -173.994 1
423.586 4820.13 -171.775 0
415.145 4821.99 -170.819 1
423.617 4825.71 -168.633 0
415.176 4827.57 -167.67 1
423.647 4831.3 -165.528 0
415.217 4835.04 -163.514 1
423.678 4836.9 -162.46 0
415.237 4838.77 -161.456 1
423.708 4842.52 -159.433 0
415.266 4844.4 -158.396 1
406.276 4950.09 -108.465 0
352.929 5042.03 -81.1099 1
310.162 5158.17 -48.3333 0
284.139 5262.94 -26.1325 1
288.005 5352.31 -23.7206 0
232.339 5593.2 59.9509 1
236.435 5673.75 85.4316 0
232.646 5800.63 66.836 1
248.348 5908.29 21.3305 0
