60
-67.7445 190.199 -2925.73 1
-75.731 291.298 -2901.24 0
-130.962 430.342 -2809.99 1
-136.739 519.02 -2737.98 0
-75.5742 621.595 -2619.59 1
49.2171 801.348 -2469.74 0
83.4831 970.54 -2361.75 1
162.71 1136.67 -2292.29 0
193.291 1201.71 -2288.04 1
311.833 1219.83 -2272.97 0
365.468 1260.26 -2251.26 1
357.674 1416.32 -2217.48 0
313.277 1526.58 -2205.26 1
290.013 1713 -2131.58 0
255.657 1778.04 -2079.48 1
240.154 1868.8 -2010.52 0
181.92 1915.8 -1974.12 1
126.093 1947.31 -1944.32 0
33.8409 2010.31 -1877.4 1
-11.1901 2104.72 -1783.8 0
-0.372037 2227.63 -1687.93 1
-3.32342 2369.83 -1616.22 0
-47.8411 2467.79 -1595.31 1
-61.6541 2576.59 -1592.58 0
-102.258 2617.68 -1580.06 1
-212.466 2662.15 -1582.77 0
-253.918 2777.81 -1601.43 1
-272.912 2895.13 -1561.06 0
-275.686 2939.65 -1533.51 1
-262.972 2987.27 -1489.99 0
-263.229 3061.86 -1450.44 1
-266.28 3165.3 -1401.48 0
-341.907 3315.76 -1266.58 1
-366.028 3366.88 -1215.39 0
-384.62 3419.31 -1175.91 1
-433.793 3527.42 -1127.61 0
-493.268 3601.38 -1049.44 1
-506.438 3735.81 -1002.67 0
-498.827 3849.37 -1031.26 1
-505.496 3897.9 -1025.72 0
-518.852 3993.53 -1017.12 1
-442.056 4182.57 -862.873 0
-429.676 4225.9 -852.588 1
-401.73 4316.74 -811.042 0
-401.768 4398.43 -769.397 1
-367.462 4464.98 -704.437 0
-341.376 4558.16 -619.893 1
-333.267 4628.71 -573.141 0
-281.669 4735.01 -487.554 1
-201.578 4794.49 -419.21 0
-166.341 4894.69 -367.519 1
-147.44 4983.8 -323.715 0
-123.655 5075.01 -293.532 1
-129.078 5183.98 -275.666 0
-153.473 5349.51 -239.145 1
-59.9328 5463.2 -215.495 0
-36.9943 5592.98 -150.849 1
-10.2119 5673.71 -94.7826 0
-5.07204 5824.76 -23.521 1
-8.49087 5942.12 -0.603908 0
