59
12.8742 196.019 -2932.47 0
5.42767 261.649 -2877.06 1
24.4532 332.988 -2834.29 0
41.5408 412.824 -2802.15 1
90.8647 501.917 -2787.86 0
176.018 672.011 -2663.6 1
218.4 721.858 -2634.25 0
237.842 803.404 -2606.46 1
252.375 922.776 -2532.9 0
224.7 1032.75 -2480.66 1
197.278 1268.44 -2360.26 0
178.511 1325.37 -2336.26 1
158.354 1393.18 -2301.67 0
101.136 1480.65 -2255.78 1
76.8688 1563.78 -2227.44 0
52.367 1644.39 -2182.87 1
64.6352 1721.88 -2137.05 0
132.165 2222.57 -1900.91 1
147.13 2289.57 -1857.67 0
141.764 2352.35 -1824.16 1
177.134 2503.54 -1762.32 0
187.875 2590.95 -1729.23 1
205.102 2687.91 -1693.09 0
202.35 2769.7 -1654.88 1
209.785 2847.84 -1619.2 0
199.542 2886.15 -1618.97 1
237.364 3463.54 -1277.04 0
222.386 3540.73 -1245.07 1
206.441 3627.22 -1183.33 0
157.414 3691.32 -1155.33 1
130.231 3745.48 -1121.48 0
69.3521 3828.36 -1045.77 1
71.0917 3885.04 -1041.83 0
75.576 3998.36 -1010.08 1
90.7044 4084.99 -964.519 0
94.0136 4158.68 -931.988 1
127.467 4253.37 -884.452 0
141.337 4328.58 -838.099 1
170.587 4418.89 -790.988 0
186.556 4483.11 -760.445 1
230.127 4555.27 -714.582 0
271.148 4631.94 -682.37 1
330.791 4724 -635.708 0
354.675 4784.13 -605.72 1
415.678 4876.91 -570.533 0
451.746 4961.62 -518.339 1
491.196 5049.62 -485.855 0
502.404 5157.46 -416.284 1
503.809 5262.39 -374.38 0
467.904 5339.42 -338.918 1
446.897 5402.7 -310.84 0
400.73 5457.91 -299.727 1
324.697 5622.81 -181.446 0
331.417 5661.06 -143.992 1
388.263 5710.13 -104.315 0
425.56 5762.3 -75.9912 1
468.18 5842.47 -56.4464 0
474.523 5909.21 -19.7452 1
478.217 5969.26 -1.24946 0
