39
11.3654 325.294 -2837.88 1
18.0723 400.16 -2804.2 0
-2.94853 488.476 -2756.67 1
4.09555 586.08 -2707.89 0
21.4324 688.586 -2656.39 1
69.4843 800.454 -2599.83 0
94.5331 912.114 -2544.11 1
102.772 1043.66 -2478.4 0
135.513 1178.18 -2415.22 1
182.672 1273.33 -2363.45 0
223.62 1369.45 -2320.8 1
258.346 1450.49 -2281.64 0
289.03 1629.78 -2195.89 1
324.636 1746.11 -2147.06 0
365.674 1933.52 -2068.98 1
427.387 2344.91 -1912.18 0
399.306 2518.22 -1822.45 1
378.618 2632.76 -1746.01 0
370.185 2781.06 -1670.61 1
387.307 2924.13 -1627.27 0
373.137 3044.78 -1535.14 1
365.525 3143.95 -1478.26 0
340.71 3296.96 -1376.36 1
333.662 3424.1 -1288 0
319.166 3611.14 -1195.55 1
346.273 3759.9 -1136.95 0
409.339 3968.42 -1039.72 1
496.71 4206.04 -900.948 0
499.123 4327.65 -848.577 1
514.031 4494.49 -764.357 0
501.044 4598.22 -702.257 1
528.164 4718.15 -640.93 0
546.426 4790.17 -606.241 1
608.943 4943.4 -531.241 0
633.851 5077.82 -472.059 1
665.643 5281.79 -375.002 0
665.446 5346.45 -348.305 1
686.967 5729.53 -98.2895 0
686.73 5817.61 -46.3197 1
